# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -9957 6 50 249 1467335 5 /openedx/staticfiles/studio/js/bower/jquery/src/var/strundefined.js
DUPTYPE_WITHIN_SAME_TREE -9957 6 50 249 1462322 5 /openedx/staticfiles/studio/js/bower/jquery/src/var/strundefined.9e452cb4a553.js
DUPTYPE_WITHIN_SAME_TREE -9957 10 50 249 5671139 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/var/strundefined.9e452cb4a553.js
DUPTYPE_WITHIN_SAME_TREE -9957 5 50 249 5007715 5 /openedx/staticfiles/js/bower/jquery/src/var/strundefined.js
DUPTYPE_WITHIN_SAME_TREE -9957 9 50 249 5926811 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/var/strundefined.js
DUPTYPE_FIRST_OCCURRENCE 4064 3 52 249 5541226 5 /openedx/staticfiles/common/js/vendor/index.55c2f095862b.js
DUPTYPE_WITHIN_SAME_TREE -4064 3 52 249 5540936 5 /openedx/staticfiles/common/js/vendor/index.js
DUPTYPE_WITHIN_SAME_TREE -4064 4 52 249 3836039 5 /openedx/staticfiles/studio/common/js/vendor/index.js
DUPTYPE_WITHIN_SAME_TREE -4064 4 52 249 3836471 5 /openedx/staticfiles/studio/common/js/vendor/index.55c2f095862b.js
DUPTYPE_FIRST_OCCURRENCE 15896 8 53 249 3571790 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/img/anchor.abd361357180.gif
DUPTYPE_WITHIN_SAME_TREE -15896 9 53 249 8038125 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/img/anchor.abd361357180.gif
DUPTYPE_WITHIN_SAME_TREE -15896 8 53 249 3571064 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/img/anchor.gif
DUPTYPE_WITHIN_SAME_TREE -15896 9 53 249 8038876 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/img/anchor.gif
DUPTYPE_FIRST_OCCURRENCE 9765 5 54 249 5674059 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/arr.d88b9159a635.js
DUPTYPE_WITHIN_SAME_TREE -9765 5 54 249 5666379 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/arr.js
DUPTYPE_FIRST_OCCURRENCE 5231 3 57 249 5674299 5 /openedx/staticfiles/paragon/src/Icon/Icon.699670200795.scss
DUPTYPE_WITHIN_SAME_TREE -5231 6 57 249 5275340 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Icon/Icon.699670200795.scss
DUPTYPE_WITHIN_SAME_TREE -5231 6 57 249 5269243 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Icon/Icon.scss
DUPTYPE_WITHIN_SAME_TREE -5231 6 57 249 5407869 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Icon/Icon.699670200795.scss
DUPTYPE_WITHIN_SAME_TREE -5231 6 57 249 5400590 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Icon/Icon.scss
DUPTYPE_WITHIN_SAME_TREE -5231 3 57 249 5666724 5 /openedx/staticfiles/paragon/src/Icon/Icon.scss
DUPTYPE_FIRST_OCCURRENCE 11466 5 57 249 4092242 5 /openedx/staticfiles/templates/instructor/edx_ace/accountcreationandenrollment/email/head.9908db1e6349.html
DUPTYPE_WITHIN_SAME_TREE -11466 5 57 249 9986284 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationexpiry/email/head.html
DUPTYPE_WITHIN_SAME_TREE -11466 5 57 249 6188911 5 /openedx/staticfiles/templates/instructor/edx_ace/allowedenroll/email/head.html
